"city","province","region","datetime_raw","temperature_c","humidity_percent","apparent_temp_c","fetch_time"
"Caloocan","Metro Manila","NCR","2026-06-08T00:00",27.4,88,33.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T01:00",27.2,88,33.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T02:00",26.6,92,32.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T03:00",26.4,93,32.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T04:00",26.5,93,33,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T05:00",26.6,93,33.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T06:00",26.9,93,33.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T07:00",27.9,88,34.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T08:00",29.1,78,35,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T09:00",29.8,73,35.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T10:00",30.3,70,35.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T11:00",30.6,69,37.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T12:00",30.7,69,36.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T13:00",30.7,69,35.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T14:00",30.6,69,36,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T15:00",30.3,69,35.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T16:00",30.2,70,35.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T17:00",30,72,35.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T18:00",29.5,76,35.3,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T19:00",29,81,35.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T20:00",28.9,82,35.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T21:00",28.4,86,35,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T22:00",28.2,87,34.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-08T23:00",28.2,88,34.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T00:00",28,89,34.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T01:00",27.7,90,34.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T02:00",27.6,90,34.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T03:00",27.4,92,33.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T04:00",27.3,92,33.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T05:00",26.9,94,33.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T06:00",27.2,93,34.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T07:00",28.7,84,35.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T08:00",29.7,75,35.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T09:00",30.3,71,35.4,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T10:00",30.6,71,36.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T11:00",30.9,70,36.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T12:00",31.1,68,37,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T13:00",28.5,77,33.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T14:00",29.7,74,35.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T15:00",29.9,74,35.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T16:00",29.9,75,35.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T17:00",29.5,77,34.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T18:00",29.2,79,34.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T19:00",28.9,82,34.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T20:00",28.7,82,34.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T21:00",26,92,31,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T22:00",25.9,96,31.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-09T23:00",25.9,97,31.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T00:00",25.9,97,32.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T01:00",26,97,32.3,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T02:00",26.2,96,32.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T03:00",26.3,96,32.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T04:00",26.2,95,32.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T05:00",26.2,93,32.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T06:00",26.4,93,32.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T07:00",27.3,86,33.3,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T08:00",28.4,81,33.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T09:00",29.2,76,34.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T10:00",29.6,77,35.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T11:00",30,75,36.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T12:00",30.3,74,36.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T13:00",30.4,74,37.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T14:00",30.3,74,36.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T15:00",30.2,76,36.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T16:00",30,75,35,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T17:00",29.5,77,34.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T18:00",28.8,81,34.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T19:00",28.3,82,33.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T20:00",27.6,86,32.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T21:00",27.8,87,34,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T22:00",26.6,91,32.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-10T23:00",26.5,93,32.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T00:00",26.2,96,32.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T01:00",26,97,32.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T02:00",26.2,97,32.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T03:00",26.1,97,32.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T04:00",26.1,96,32.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T05:00",26.2,96,32.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T06:00",26.5,95,33,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T07:00",27.2,92,33.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T08:00",28.5,85,34.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T09:00",29.2,80,34.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T10:00",29.8,76,35.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T11:00",30.7,72,37.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T12:00",30.7,72,37.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T13:00",31.4,67,38.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T14:00",30.7,72,36.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T15:00",30.4,72,36,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T16:00",30.5,71,35.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T17:00",30.1,73,35.4,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T18:00",29.5,79,35.4,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T19:00",28.7,83,34.4,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T20:00",28.6,84,34.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T21:00",27.8,87,34.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T22:00",26.9,90,33.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-11T23:00",26.3,93,32.4,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T00:00",26,94,32.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T01:00",25.9,95,32.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T02:00",25.8,96,32.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T03:00",25.4,97,31.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T04:00",25,99,31.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T05:00",25,98,30.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T06:00",25.7,95,31.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T07:00",26.9,89,33.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T08:00",28,84,34.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T09:00",29.1,79,35.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T10:00",30.1,74,37,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T11:00",30.8,71,38.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T12:00",31,70,38.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T13:00",30.8,72,38.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T14:00",30.4,73,37.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T15:00",29.7,76,35.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T16:00",28.7,79,34.3,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T17:00",27.7,83,33.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T18:00",26.7,88,32.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T19:00",25.6,93,31.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T20:00",24.9,96,30.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T21:00",24.8,97,30.4,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T22:00",25,95,30.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-12T23:00",25.2,94,30.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T00:00",25.2,96,30.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T01:00",25.1,97,30.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T02:00",25,99,30.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T03:00",24.8,99,30.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T04:00",24.6,99,30.3,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T05:00",24.7,98,30.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T06:00",25.6,93,31.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T07:00",26.9,87,33.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T08:00",28.1,82,34.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T09:00",29.2,76,35.4,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T10:00",30.2,71,36.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T11:00",30.8,69,38.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T12:00",30.9,70,38.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T13:00",30.6,73,38.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T14:00",30.2,76,38,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T15:00",29.8,77,36.4,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T16:00",29.4,77,34.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T17:00",28.9,78,34.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T18:00",28.3,81,33.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T19:00",27.7,86,33.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T20:00",27.2,90,33.4,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T21:00",26.9,92,33.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T22:00",26.8,94,33.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-13T23:00",26.6,95,33,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T00:00",26.4,96,33,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T01:00",26.2,96,33,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T02:00",26.1,97,32.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T03:00",25.3,96,31.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T04:00",25.7,94,31.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T05:00",26.3,91,32.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T06:00",26.9,88,33,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T07:00",27.6,84,33.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T08:00",28.2,82,34.2,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T09:00",28.8,78,34.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T10:00",29.6,74,35.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T11:00",30.4,70,36.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T12:00",31,67,37.5,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T13:00",31.5,65,37.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T14:00",31.6,65,37.6,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T15:00",31.3,66,36.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T16:00",30.7,70,35.8,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T17:00",29.8,74,35.4,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T18:00",28.9,80,34.9,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T19:00",28,85,34.3,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T20:00",27.3,88,33.7,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T21:00",26.8,90,33.1,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T22:00",26.4,91,32.3,2026-06-08 13:13:39.082136
"Caloocan","Metro Manila","NCR","2026-06-14T23:00",26,92,31.4,2026-06-08 13:13:39.082136
"Las Piñas","Metro Manila","NCR","2026-06-08T00:00",28.8,79,34.3,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T01:00",28.3,82,33.9,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T02:00",28.1,81,33.4,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T03:00",28,82,33.4,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T04:00",28,80,33.1,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T05:00",27.9,80,32.9,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T06:00",27.9,81,32.9,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T07:00",28.8,77,33.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T08:00",29.6,73,34.4,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T09:00",30,72,34.8,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T10:00",31,67,35.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T11:00",31.3,64,35.8,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T12:00",31.3,64,35.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T13:00",30.8,66,34.5,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T14:00",30.7,67,34.8,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T15:00",30.4,69,34.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T16:00",30,71,34.9,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T17:00",30.3,71,35.6,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T18:00",29.6,76,35.2,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T19:00",28.7,82,34.8,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T20:00",28.5,84,34.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T21:00",28.3,85,34.5,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T22:00",28,88,34.2,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-08T23:00",27.9,87,33.9,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T00:00",27.5,87,33.3,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T01:00",27.1,88,33,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T02:00",26.9,89,32.8,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T03:00",26.6,89,32.5,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T04:00",26.4,90,32.2,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T05:00",26.3,90,32.3,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T06:00",26.7,89,32.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T07:00",28.4,84,35.1,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T08:00",29.8,75,35.1,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T09:00",30.5,73,35.8,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T10:00",31.1,70,36.6,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T11:00",30.8,71,36.2,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T12:00",31.5,67,36.6,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T13:00",29.4,78,34.2,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T14:00",29.7,75,34.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T15:00",30,75,34.8,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T16:00",30.3,75,35.3,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T17:00",29.8,76,34.5,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T18:00",29.2,79,34,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T19:00",28.5,82,33.8,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T20:00",28.5,83,33.6,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T21:00",28.1,80,31.4,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T22:00",26.3,90,30.8,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-09T23:00",25.8,90,30.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T00:00",25.6,91,31.1,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T01:00",25.6,91,31.1,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T02:00",25.5,91,30.5,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T03:00",25.7,90,30.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T04:00",25.8,90,30.8,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T05:00",26.1,90,31.4,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T06:00",26.5,90,32.5,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T07:00",27.6,88,33.9,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T08:00",28.7,82,34.9,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T09:00",29.5,78,35.3,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T10:00",31,72,37.1,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T11:00",29.4,77,34.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T12:00",30,73,34.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T13:00",29.8,77,35.8,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T14:00",30.5,74,36.2,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T15:00",30.5,73,35.6,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T16:00",30.1,75,34.3,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T17:00",29.5,76,33.5,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T18:00",28.9,78,33,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T19:00",28.5,81,33.1,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T20:00",28,83,32.1,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T21:00",27.8,84,32.3,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T22:00",27.7,84,32,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-10T23:00",26.5,90,30.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T00:00",26.4,92,31.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T01:00",26.3,91,31.5,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T02:00",26.2,92,31.4,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T03:00",26.1,92,31.6,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T04:00",25.9,93,31.4,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T05:00",25.7,94,31.2,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T06:00",25.8,93,31.2,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T07:00",27.3,87,33.1,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T08:00",29.1,79,34.7,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T09:00",30,75,35,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T10:00",30.3,73,35.5,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T11:00",30.9,70,36.9,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T12:00",31.2,70,37.2,2026-06-08 13:13:39.977185
"Las Piñas","Metro Manila","NCR","2026-06-11T13:00",31.3,68,36.8,2026-06-08 13:13:39.977185
